vector_id,video_id,parent_namespace,video_namespace,frame_id,frame_path,timestamp_s,timestamp_source,artifact_base,embedding_file,metadata_file
155,L21_V001,L21_a,L21_V001,008893,L21_a/L21_V001/008893.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
156,L21_V001,L21_a,L21_V001,008894,L21_a/L21_V001/008894.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
157,L21_V001,L21_a,L21_V001,008933,L21_a/L21_V001/008933.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
158,L21_V001,L21_a,L21_V001,008959,L21_a/L21_V001/008959.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
159,L21_V001,L21_a,L21_V001,008972,L21_a/L21_V001/008972.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
160,L21_V001,L21_a,L21_V001,008973,L21_a/L21_V001/008973.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
161,L21_V001,L21_a,L21_V001,009065,L21_a/L21_V001/009065.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
162,L21_V001,L21_a,L21_V001,009087,L21_a/L21_V001/009087.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
163,L21_V001,L21_a,L21_V001,009109,L21_a/L21_V001/009109.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
164,L21_V001,L21_a,L21_V001,009131,L21_a/L21_V001/009131.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
165,L21_V001,L21_a,L21_V001,009153,L21_a/L21_V001/009153.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
166,L21_V001,L21_a,L21_V001,009175,L21_a/L21_V001/009175.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
167,L21_V001,L21_a,L21_V001,009199,L21_a/L21_V001/009199.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
168,L21_V001,L21_a,L21_V001,009214,L21_a/L21_V001/009214.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
169,L21_V001,L21_a,L21_V001,009246,L21_a/L21_V001/009246.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
170,L21_V001,L21_a,L21_V001,009277,L21_a/L21_V001/009277.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
171,L21_V001,L21_a,L21_V001,009294,L21_a/L21_V001/009294.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
172,L21_V001,L21_a,L21_V001,009313,L21_a/L21_V001/009313.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
173,L21_V001,L21_a,L21_V001,009332,L21_a/L21_V001/009332.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
174,L21_V001,L21_a,L21_V001,009410,L21_a/L21_V001/009410.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
175,L21_V001,L21_a,L21_V001,009439,L21_a/L21_V001/009439.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
176,L21_V001,L21_a,L21_V001,009498,L21_a/L21_V001/009498.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
177,L21_V001,L21_a,L21_V001,009675,L21_a/L21_V001/009675.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
178,L21_V001,L21_a,L21_V001,009793,L21_a/L21_V001/009793.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
179,L21_V001,L21_a,L21_V001,009854,L21_a/L21_V001/009854.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
180,L21_V001,L21_a,L21_V001,009913,L21_a/L21_V001/009913.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
181,L21_V001,L21_a,L21_V001,009957,L21_a/L21_V001/009957.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
182,L21_V001,L21_a,L21_V001,010018,L21_a/L21_V001/010018.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
183,L21_V001,L21_a,L21_V001,010048,L21_a/L21_V001/010048.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
184,L21_V001,L21_a,L21_V001,010079,L21_a/L21_V001/010079.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
185,L21_V001,L21_a,L21_V001,010109,L21_a/L21_V001/010109.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
186,L21_V001,L21_a,L21_V001,010140,L21_a/L21_V001/010140.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
187,L21_V001,L21_a,L21_V001,010141,L21_a/L21_V001/010141.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
188,L21_V001,L21_a,L21_V001,010154,L21_a/L21_V001/010154.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
189,L21_V001,L21_a,L21_V001,010225,L21_a/L21_V001/010225.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
190,L21_V001,L21_a,L21_V001,010319,L21_a/L21_V001/010319.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
191,L21_V001,L21_a,L21_V001,010355,L21_a/L21_V001/010355.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
192,L21_V001,L21_a,L21_V001,010437,L21_a/L21_V001/010437.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
193,L21_V001,L21_a,L21_V001,010442,L21_a/L21_V001/010442.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
194,L21_V001,L21_a,L21_V001,010459,L21_a/L21_V001/010459.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
195,L21_V001,L21_a,L21_V001,010465,L21_a/L21_V001/010465.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
196,L21_V001,L21_a,L21_V001,010471,L21_a/L21_V001/010471.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
197,L21_V001,L21_a,L21_V001,010472,L21_a/L21_V001/010472.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
198,L21_V001,L21_a,L21_V001,010525,L21_a/L21_V001/010525.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
199,L21_V001,L21_a,L21_V001,010542,L21_a/L21_V001/010542.webp,,,L21_a_L21_V001,L21_a_L21_V001_embeddings.npy,L21_a_L21_V001_metadata.npy
